locationid,stateabbr,locationname,totalpopulation,High blood pressure,Current smoking,Diabetes,Physical inactivity,Obesity
01001,AL,Autauga,60342,42.0,14.5,13.3,27.0,39.8
01003,AL,Baldwin,253507,43.8,13.0,13.4,25.4,35.2
01005,AL,Barbour,24585,50.2,20.2,19.6,36.2,46.8
01007,AL,Bibb,21868,46.3,19.7,16.2,33.3,43.9
01009,AL,Blount,59816,41.2,16.6,13.8,29.1,36.1
01011,AL,Bullock,9897,56.6,24.7,24.6,44.2,51.3
01013,AL,Butler,18382,51.0,18.3,18.9,37.1,40.4
01015,AL,Calhoun,116429,44.8,16.3,14.8,31.9,38.6
01017,AL,Chambers,34079,48.7,17.7,17.9,34.3,41.5
01019,AL,Cherokee,25666,45.9,17.5,16.0,31.4,39.5
01021,AL,Chilton,46431,43.1,16.9,14.1,31.1,40.0
01023,AL,Choctaw,12252,52.7,18.2,20.1,36.4,44.4
01025,AL,Clarke,22337,49.5,17.7,18.4,34.4,43.9
01027,AL,Clay,14111,47.6,18.2,16.5,32.7,42.5
01029,AL,Cleburne,15639,42.9,17.8,14.6,30.5,37.4
01031,AL,Coffee,55643,43.5,16.6,14.8,29.9,41.0
01033,AL,Colbert,58361,44.3,16.2,15.0,28.6,37.5
01035,AL,Conecuh,11174,54.7,20.5,22.1,39.4,46.4
01037,AL,Coosa,10268,50.2,17.8,18.6,33.5,41.9
01039,AL,Covington,37952,46.4,17.6,16.3,31.9,37.9
01041,AL,Crenshaw,13101,46.6,18.1,16.6,32.6,40.5
01043,AL,Cullman,92016,42.3,16.6,13.4,27.3,36.4
01045,AL,Dale,49871,44.3,17.5,15.8,31.7,41.3
01047,AL,Dallas,36165,55.2,19.5,22.4,38.0,46.3
01049,AL,DeKalb,72569,44.5,19.6,15.7,33.8,38.6
01051,AL,Elmore,90441,41.6,15.1,13.0,26.2,38.9
01053,AL,Escambia,36558,48.6,21.2,18.5,35.7,43.9
01055,AL,Etowah,103241,46.3,17.8,16.3,33.3,43.8
01057,AL,Fayette,15967,47.6,18.7,16.6,32.7,40.6
01059,AL,Franklin,31802,44.4,19.2,16.4,33.9,42.2
01061,AL,Geneva,26988,45.5,19.4,16.4,32.0,42.3
01063,AL,Greene,7341,59.8,22.3,27.1,44.7,52.7
01065,AL,Hale,14888,51.1,18.9,19.7,36.0,47.6
01067,AL,Henry,17899,48.1,16.6,16.7,31.4,41.3
01069,AL,Houston,108462,44.5,16.0,15.7,29.0,40.5
01071,AL,Jackson,53467,45.9,19.0,16.0,32.5,39.3
01073,AL,Jefferson,662895,42.7,13.7,15.1,28.0,37.4
01075,AL,Lamar,13661,47.7,18.8,16.7,32.3,40.8
01077,AL,Lauderdale,96814,39.6,14.2,12.9,26.7,35.6
01079,AL,Lawrence,33502,44.3,18.5,15.5,31.1,39.5
01081,AL,Lee,183215,37.5,12.9,12.5,25.0,38.4
01083,AL,Limestone,114654,40.7,14.2,12.5,25.4,39.6
01085,AL,Lowndes,9717,56.5,21.6,24.1,41.4,51.2
01087,AL,Macon,18370,50.6,15.6,20.0,35.2,46.7
01089,AL,Madison,412600,38.6,11.8,12.1,22.7,39.9
01091,AL,Marengo,18684,51.5,17.5,19.8,34.6,43.1
01093,AL,Marion,29244,45.9,18.5,15.5,32.2,42.4
01095,AL,Marshall,100756,41.7,16.6,14.5,30.8,37.6
01097,AL,Mobile,411640,43.1,15.4,16.1,30.7,39.0
01099,AL,Monroe,19229,51.3,19.7,19.7,36.8,43.8
01101,AL,Montgomery,224980,46.3,14.4,16.4,30.6,46.1
01103,AL,Morgan,125133,44.5,16.1,14.7,29.8,38.6
01105,AL,Perry,7738,56.9,21.9,24.6,42.1,52.9
01107,AL,Pickens,18688,48.3,18.7,18.0,34.8,48.0
01109,AL,Pike,33137,40.6,14.9,14.1,28.1,40.3
01111,AL,Randolph,22786,46.1,16.9,16.1,30.0,37.8
01113,AL,Russell,58744,46.7,18.1,17.3,33.2,43.0
01115,AL,St. Clair,95552,41.8,15.2,13.0,27.6,39.6
01117,AL,Shelby,233000,40.2,10.5,11.2,20.7,31.7
01119,AL,Sumter,11727,50.0,16.3,19.7,35.6,47.2
01121,AL,Talladega,81132,48.2,17.7,17.2,32.6,45.6
01123,AL,Tallapoosa,40677,48.5,16.3,16.8,30.0,39.5
01125,AL,Tuscaloosa,237373,38.9,13.6,12.0,25.9,41.0
01127,AL,Walker,64728,44.1,18.4,15.1,32.2,35.8
01129,AL,Washington,15022,47.4,17.3,17.0,31.9,41.1
01131,AL,Wilcox,9944,56.7,21.6,23.8,41.2,51.2
01133,AL,Winston,23611,46.9,19.6,16.5,34.1,39.1
02013,AK,Aleutians East,3461,33.2,17.0,12.8,28.7,30.7
02016,AK,Aleutians West,5160,30.7,16.2,10.8,25.2,31.9
02020,AK,Anchorage,286075,31.5,14.0,8.9,19.8,35.0
02050,AK,Bethel,18224,37.5,31.0,13.8,33.3,39.1
02060,AK,Bristol Bay,844,36.3,16.5,11.3,22.2,34.9
02063,AK,Chugach,6769,33.4,14.8,9.6,20.9,31.1
02066,AK,Copper River,2674,38.3,17.8,11.4,23.2,33.6
02068,AK,Denali,1584,32.0,16.3,8.6,20.9,31.3
02070,AK,Dillingham,4607,34.4,25.7,13.0,29.1,38.5
02090,AK,Fairbanks North Star,94840,30.3,13.8,7.9,21.2,35.3
02100,AK,Haines,2070,38.5,13.8,10.8,20.1,34.0
02105,AK,Hoonah-Angoon,2262,42.8,19.5,14.8,26.6,37.1
02110,AK,Juneau,31555,32.4,13.9,8.9,17.5,35.0
02122,AK,Kenai Peninsula,61223,35.4,16.1,9.8,21.5,32.3
02130,AK,Ketchikan Gateway,13738,34.8,15.9,10.1,21.9,37.7
02150,AK,Kodiak Island,12565,31.0,15.0,9.8,22.7,31.5
02158,AK,Kusilvak,8001,38.5,36.6,16.5,37.0,46.5
02164,AK,Lake and Peninsula,1331,38.2,24.7,14.6,29.4,39.4
02170,AK,Matanuska-Susitna,115239,32.0,17.3,9.0,22.7,37.5
02180,AK,Nome,9763,33.6,28.7,13.0,29.3,38.6
02185,AK,North Slope,10603,34.9,20.8,10.8,23.6,42.3
02188,AK,Northwest Arctic,7361,36.8,28.3,14.1,30.2,40.6
02195,AK,Petersburg,3427,35.6,14.9,10.5,21.6,30.8
02198,AK,Prince of Wales-Hyder,5696,39.4,22.0,14.0,26.5,38.4
02220,AK,Sitka,8282,33.7,13.8,9.9,19.2,29.8
02230,AK,Skagway,1095,33.6,15.4,9.1,20.8,36.2
02240,AK,Southeast Fairbanks,7077,35.5,18.3,10.2,25.8,35.7
02275,AK,Wrangell,2064,40.8,17.0,12.9,24.6,34.8
02282,AK,Yakutat,687,40.5,20.5,13.7,27.0,35.4
02290,AK,Yukon-Koyukuk,5129,41.4,27.4,16.5,29.4,36.9
04001,AZ,Apache,65036,36.0,22.4,17.5,28.7,35.8
04003,AZ,Cochise,124640,39.0,12.8,13.7,26.0,31.2
04005,AZ,Coconino,144472,27.0,11.5,9.3,16.0,23.6
04007,AZ,Gila,54003,39.3,15.4,15.0,27.4,31.4
04009,AZ,Graham,39525,32.2,15.2,11.4,25.6,36.0
04011,AZ,Greenlee,9369,29.8,11.6,10.6,23.4,33.1
04012,AZ,La Paz,16710,46.3,14.1,17.5,32.1,33.2
04013,AZ,Maricopa,4585871,30.8,10.8,10.6,20.4,30.4
04015,AZ,Mohave,223682,42.0,16.1,14.2,29.7,32.7
04017,AZ,Navajo,109175,40.7,18.8,15.1,26.4,37.6
04019,AZ,Pima,1063162,34.1,10.5,11.0,22.3,31.1
04021,AZ,Pinal,484239,36.2,12.3,12.9,25.5,38.4
04023,AZ,Santa Cruz,49158,35.7,11.6,15.5,31.4,34.2
04025,AZ,Yavapai,249081,38.0,12.0,12.1,22.5,27.0
04027,AZ,Yuma,213221,35.3,12.7,14.5,28.5,37.4
05001,AR,Arkansas,16307,45.4,17.3,15.2,35.6,39.1
05003,AR,Ashley,18262,49.4,20.0,18.3,41.9,45.1
05005,AR,Baxter,42875,47.0,16.6,15.0,33.4,37.7
05007,AR,Benton,311013,32.8,11.7,10.3,25.7,35.3
05009,AR,Boone,38530,40.7,16.4,13.1,30.8,40.7
05011,AR,Bradley,10104,48.7,18.9,17.6,40.3,42.5
05013,AR,Calhoun,4641,45.5,16.0,14.6,33.8,39.2
05015,AR,Carroll,28814,45.3,17.0,15.0,36.8,37.6
05017,AR,Chicot,9538,53.0,19.7,20.5,42.2,47.1
05019,AR,Clark,21274,40.3,15.0,12.9,32.1,40.0
05021,AR,Clay,14201,43.3,18.3,14.1,35.8,40.2
05023,AR,Cleburne,25445,45.3,17.4,15.1,34.6,37.9
05025,AR,Cleveland,7378,46.5,17.7,15.0,34.6,42.4
05027,AR,Columbia,22150,42.8,16.1,14.4,34.5,37.7
05029,AR,Conway,21077,46.8,18.8,15.6,36.5,41.4
05031,AR,Craighead,113993,39.1,15.8,11.6,31.0,39.1
05033,AR,Crawford,61891,41.9,16.8,13.0,31.2,38.8
05035,AR,Crittenden,47139,47.4,18.5,16.5,38.7,46.7
05037,AR,Cross,16420,46.5,19.8,16.1,38.6,45.0
05039,AR,Dallas,6185,49.8,16.3,17.1,37.8,41.9
05041,AR,Desha,10479,52.8,22.3,21.2,46.2,46.6
05043,AR,Drew,16945,44.7,17.4,15.2,35.8,43.8
05045,AR,Faulkner,129951,35.4,13.6,10.8,26.6,39.8
05047,AR,Franklin,17468,44.6,19.5,14.6,35.5,39.8
05049,AR,Fulton,12421,49.1,20.4,17.1,37.8,39.6
05051,AR,Garland,99784,45.8,15.5,14.8,30.7,39.1
05053,AR,Grant,18383,40.2,15.6,12.0,29.6,36.9
05055,AR,Greene,46743,42.5,18.5,12.5,35.0,42.3
05057,AR,Hempstead,19343,46.2,17.7,16.6,39.7,45.6
05059,AR,Hot Spring,33258,43.3,18.6,13.9,34.4,37.1
05061,AR,Howard,12533,44.3,17.1,15.2,36.0,39.4
05063,AR,Independence,38320,41.3,17.1,13.4,35.3,41.6
05065,AR,Izard,14169,47.6,19.8,15.9,37.3,41.2
05067,AR,Jackson,16784,44.4,21.1,15.4,39.5,43.9
05069,AR,Jefferson,63661,50.9,17.3,17.6,38.1,45.9
05071,AR,Johnson,26129,42.5,18.3,14.6,36.8,37.4
05073,AR,Lafayette,6095,52.6,21.5,20.6,43.5,46.0
05075,AR,Lawrence,16318,43.7,19.8,14.4,36.3,43.7
05077,AR,Lee,8201,51.7,22.3,19.7,42.9,46.9
05079,AR,Lincoln,12898,43.2,19.9,13.8,36.2,42.6
05081,AR,Little River,11805,46.3,17.8,15.7,36.9,41.3
05083,AR,Logan,21400,44.9,18.0,14.4,33.8,38.1
05085,AR,Lonoke,75944,39.0,16.0,11.3,31.0,36.1
05087,AR,Madison,17775,44.1,19.0,13.9,35.2,40.8
05089,AR,Marion,17514,46.3,18.0,16.4,34.8,37.9
05091,AR,Miller,42415,44.8,19.1,15.3,37.9,38.1
05093,AR,Mississippi,38663,46.4,18.8,15.2,36.7,46.6
05095,AR,Monroe,6512,52.3,19.1,19.1,39.6,43.5
05097,AR,Montgomery,8620,47.8,17.8,16.4,36.0,40.9
05099,AR,Nevada,8120,51.0,20.4,18.3,40.8,44.0
05101,AR,Newton,7071,47.4,17.8,15.3,34.2,38.6
05103,AR,Ouachita,21793,49.5,18.2,17.7,38.0,43.5
05105,AR,Perry,10184,43.8,17.6,14.1,34.2,38.9
05107,AR,Phillips,14961,55.6,21.0,21.7,44.1,48.4
05109,AR,Pike,10208,44.3,17.4,14.4,34.4,38.3
05111,AR,Poinsett,22397,43.0,20.4,14.6,38.7,41.4
05113,AR,Polk,19436,44.8,18.6,15.5,35.8,40.0
05115,AR,Pope,64593,38.7,16.4,12.7,33.7,44.6
05117,AR,Prairie,8036,46.7,17.3,15.1,34.9,40.3
05119,AR,Pulaski,400009,42.2,13.4,12.9,29.1,40.5
05121,AR,Randolph,18907,43.6,20.0,14.7,37.9,41.4
05123,AR,St. Francis,22101,50.1,21.8,18.9,42.5,48.2
05125,AR,Saline,129574,40.0,14.2,11.3,29.1,34.5
05127,AR,Scott,9851,44.1,18.5,14.8,36.7,37.0
05129,AR,Searcy,7806,49.3,20.9,17.6,38.6,39.9
05131,AR,Sebastian,129098,40.7,16.1,13.1,33.3,36.2
05133,AR,Sevier,15632,40.2,18.8,15.2,40.6,41.4
05135,AR,Sharp,17968,46.7,19.3,16.2,37.7,39.4
05137,AR,Stone,12671,47.9,19.7,17.0,37.9,39.8
05139,AR,Union,37397,46.4,17.6,16.0,36.2,39.4
05141,AR,Van Buren,16142,47.4,19.3,16.2,37.0,39.6
05143,AR,Washington,261549,34.6,13.4,10.1,27.5,35.4
05145,AR,White,78452,40.4,17.4,12.6,32.5,39.7
05147,AR,Woodruff,5964,49.8,20.2,18.3,40.7,39.2
05149,AR,Yell,20044,43.5,18.4,14.7,35.5,42.0
06001,CA,Alameda,1622188,28.5,9.3,11.0,20.6,22.8
06003,CA,Alpine,1141,35.7,11.0,11.6,19.4,28.4
06005,CA,Amador,41811,37.6,12.2,11.8,22.7,29.6
06007,CA,Butte,207172,32.2,12.8,10.7,22.8,29.3
06009,CA,Calaveras,46565,37.8,13.4,13.2,24.8,29.8
06011,CA,Colusa,22037,32.0,13.4,13.4,30.3,35.0
06013,CA,Contra Costa,1155025,31.2,9.3,11.3,23.7,28.0
06015,CA,Del Norte,26589,36.0,15.0,12.5,25.6,31.0
06017,CA,El Dorado,192215,33.6,10.4,10.8,19.5,27.7
06019,CA,Fresno,1017162,31.7,13.2,12.7,30.9,37.7
06021,CA,Glenn,28129,32.7,13.9,12.6,28.0,32.1
06023,CA,Humboldt,133985,32.9,14.2,11.4,23.7,31.3
06025,CA,Imperial,179057,33.2,12.9,15.0,35.2,34.7
06027,CA,Inyo,18527,35.1,12.0,12.4,22.9,28.2
06029,CA,Kern,913820,32.0,14.6,13.3,31.9,36.0
06031,CA,Kings,152682,30.4,14.8,12.1,30.4,34.7
06033,CA,Lake,67878,39.6,15.2,14.1,27.8,32.7
06035,CA,Lassen,28861,33.7,15.9,11.5,26.1,34.2
06037,CA,Los Angeles,9663345,30.2,11.2,12.6,26.2,26.5
06039,CA,Madera,162858,33.2,14.8,13.5,31.7,36.5
06041,CA,Marin,254407,32.6,8.2,10.2,18.2,21.3
06043,CA,Mariposa,16919,39.0,12.6,13.5,24.6,30.5
06045,CA,Mendocino,89108,38.5,14.3,13.7,26.0,29.3
06047,CA,Merced,291920,31.2,14.1,13.0,33.2,33.8
06049,CA,Modoc,8500,41.3,14.8,14.9,27.5,31.9
06051,CA,Mono,13066,31.5,11.7,10.5,21.5,31.2
06053,CA,Monterey,430723,32.0,11.9,12.5,27.0,31.1
06055,CA,Napa,133216,33.0,10.4,11.4,23.5,27.9
06057,CA,Nevada,102037,37.5,11.0,11.5,20.4,27.5
06059,CA,Orange,3135755,29.1,9.2,11.5,24.1,23.9
06061,CA,Placer,423561,32.7,9.4,9.8,19.1,27.3
06063,CA,Plumas,19131,40.4,13.0,13.5,24.0,29.9
06065,CA,Riverside,2492442,33.3,11.5,12.4,27.3,36.8
06067,CA,Sacramento,1584288,30.9,11.8,11.2,21.5,29.6
06069,CA,San Benito,68175,29.9,10.9,11.3,25.3,31.5
06071,CA,San Bernardino,2195611,31.9,12.3,12.1,26.3,33.3
06073,CA,San Diego,3269973,28.7,10.0,10.0,20.6,25.3
06075,CA,San Francisco,808988,27.0,8.8,10.2,19.2,17.2
06077,CA,San Joaquin,800965,30.4,12.6,12.3,26.1,30.7
06079,CA,San Luis Obispo,281639,31.8,10.2,10.0,20.1,26.1
06081,CA,San Mateo,726353,29.2,8.0,10.6,20.2,22.3
06083,CA,Santa Barbara,441257,30.4,10.7,10.8,24.1,26.1
06085,CA,Santa Clara,1877592,27.0,8.1,10.5,22.2,21.9
06087,CA,Santa Cruz,261547,30.5,10.0,10.2,20.7,25.8
06089,CA,Shasta,180366,35.9,13.8,11.7,22.2,29.3
06091,CA,Sierra,3200,42.8,15.1,15.3,27.3,32.5
06093,CA,Siskiyou,42905,39.4,14.4,13.9,25.8,31.8
06095,CA,Solano,449218,33.3,11.3,12.1,25.1,31.3
06097,CA,Sonoma,481812,31.6,10.6,10.7,21.2,26.1
06099,CA,Stanislaus,551430,31.8,13.4,11.9,30.3,36.4
06101,CA,Sutter,97948,33.3,13.9,12.8,27.7,29.5
06103,CA,Tehama,64896,35.9,15.1,13.0,27.4,31.6
06105,CA,Trinity,15670,43.7,16.9,15.9,28.4,33.3
06107,CA,Tulare,479468,31.2,14.0,13.1,32.6,35.0
06109,CA,Tuolumne,54204,36.8,12.3,12.1,23.0,29.0
06111,CA,Ventura,829590,30.7,10.4,11.4,23.6,25.7
06113,CA,Yolo,220544,26.0,9.8,9.3,22.4,25.7
06115,CA,Yuba,85722,30.9,14.5,11.3,26.0,30.8
08001,CO,Adams,533365,27.3,13.4,9.7,22.8,33.2
08003,CO,Alamosa,16655,29.0,12.7,11.3,23.9,30.3
08005,CO,Arapahoe,656061,27.8,10.5,8.5,18.0,26.1
08007,CO,Archuleta,14189,35.4,12.0,11.7,19.7,27.6
08009,CO,Baca,3344,37.8,16.9,13.4,26.0,29.9
08011,CO,Bent,5681,36.9,20.0,14.7,29.9,33.7
08013,CO,Boulder,326831,21.9,8.8,7.1,12.1,16.7
08014,CO,Broomfield,76860,24.5,8.7,7.1,13.5,22.3
08015,CO,Chaffee,20617,32.3,12.1,10.2,18.0,25.7
08017,CO,Cheyenne,1727,33.8,13.9,11.3,21.2,28.8
08019,CO,Clear Creek,9147,30.3,10.1,9.0,15.2,23.9
08021,CO,Conejos,7521,32.9,13.0,13.8,26.0,30.3
08023,CO,Costilla,3628,38.1,13.5,17.0,28.7,31.6
08025,CO,Crowley,5636,31.0,18.0,11.0,25.2,31.7
08027,CO,Custer,5534,38.2,12.2,12.4,19.6,26.6
08029,CO,Delta,31746,37.5,14.5,12.4,22.9,26.7
08031,CO,Denver,716577,21.7,10.3,7.1,17.0,21.6
08033,CO,Dolores,2513,35.1,14.9,11.5,21.1,27.3
08035,CO,Douglas,383906,25.8,7.8,6.8,13.7,25.3
08037,CO,Eagle,54381,25.2,10.3,8.5,16.3,24.3
08039,CO,Elbert,28806,29.9,11.2,8.9,16.2,24.8
08041,CO,El Paso,744215,28.1,10.7,8.7,18.8,28.3
08043,CO,Fremont,50318,32.6,15.5,11.4,22.9,30.6
08045,CO,Garfield,62707,27.2,12.2,8.9,18.6,24.0
08047,CO,Gilpin,5926,31.1,11.4,9.6,16.2,25.5
08049,CO,Grand,15935,29.8,11.8,9.1,16.6,24.3
08051,CO,Gunnison,17321,24.2,9.6,7.1,14.2,23.8
08053,CO,Hinsdale,765,34.1,8.4,10.0,15.0,23.5
08055,CO,Huerfano,7055,37.6,12.9,13.9,23.7,27.5
08057,CO,Jackson,1309,38.8,16.9,13.9,25.2,30.0
08059,CO,Jefferson,576366,27.7,9.9,8.3,13.3,23.1
08061,CO,Kiowa,1384,36.1,13.8,11.8,21.7,27.1
08063,CO,Kit Carson,6994,33.3,14.5,11.4,22.9,29.4
08065,CO,Lake,7365,26.4,10.2,8.4,17.0,23.9
08067,CO,La Plata,56407,28.6,11.7,9.3,16.1,20.9
08069,CO,Larimer,370771,25.6,9.6,7.3,13.9,23.5
08071,CO,Las Animas,14348,35.5,13.7,13.7,26.0,32.5
08073,CO,Lincoln,5480,32.6,15.5,10.8,23.4,29.8
08075,CO,Logan,20619,33.6,16.0,11.2,23.5,29.7
08077,CO,Mesa,159681,31.1,12.7,9.8,20.0,29.8
08079,CO,Mineral,944,34.3,10.5,10.5,16.6,25.7
08081,CO,Moffat,13327,32.3,15.6,10.8,22.1,28.5
08083,CO,Montezuma,26531,33.9,14.7,11.8,22.0,28.4
08085,CO,Montrose,44156,34.1,13.4,11.5,21.6,27.5
08087,CO,Morgan,29524,31.6,13.8,10.9,23.3,32.1
08089,CO,Otero,18136,35.6,15.3,14.5,27.6,34.6
08091,CO,Ouray,5176,34.0,9.1,10.0,15.3,23.3
08093,CO,Park,18117,32.7,11.3,10.2,16.0,23.5
08095,CO,Phillips,4476,34.1,14.3,11.9,24.0,28.9
08097,CO,Pitkin,16640,28.8,8.3,8.4,13.7,20.7
08099,CO,Prowers,11751,32.5,15.0,12.6,26.3,29.2
08101,CO,Pueblo,169422,32.2,13.9,12.3,26.8,32.1
08103,CO,Rio Blanco,6569,31.1,13.1,9.6,18.9,26.7
08105,CO,Rio Grande,11188,33.4,12.5,12.2,23.2,27.7
08107,CO,Routt,25064,27.9,10.2,8.3,15.3,23.7
08109,CO,Saguache,6688,38.3,14.6,15.1,25.9,29.1
08111,CO,San Juan,802,32.4,11.2,10.2,17.4,26.4
08113,CO,San Miguel,7868,28.7,9.8,8.7,14.9,26.3
08115,CO,Sedgwick,2299,37.8,13.6,13.0,23.1,28.0
08117,CO,Summit,30465,26.3,10.5,7.9,15.3,24.4
08119,CO,Teller,24617,33.4,11.3,10.2,17.0,24.1
08121,CO,Washington,4855,32.6,13.4,10.5,20.2,26.4
08123,CO,Weld,359442,27.8,12.7,9.5,20.6,33.8
08125,CO,Yuma,9862,31.4,13.9,10.9,22.7,28.4
09110,CT,Capitol,975328,32.5,11.1,11.0,25.1,31.9
09120,CT,Greater Bridgeport,327651,30.6,10.7,10.3,27.6,28.1
09130,CT,Lower Connecticut River Valley,176215,33.5,9.8,9.4,21.0,29.0
09140,CT,Naugatuck Valley,456128,33.3,11.8,10.6,26.7,32.5
09150,CT,Northeastern Connecticut,96692,35.1,13.2,10.3,26.3,33.3
09160,CT,Northwest Hills,113463,32.4,10.9,10.0,23.4,28.2
09170,CT,South Central Connecticut,568158,32.8,10.8,10.4,26.5,33.4
09180,CT,Southeastern Connecticut,279634,34.4,10.8,10.0,26.3,32.5
09190,CT,Western Connecticut,623907,28.2,8.5,8.5,22.1,24.7
10001,DE,Kent,189789,39.5,13.5,14.3,31.6,43.5
10003,DE,New Castle,578592,35.2,11.6,12.2,25.5,33.4
10005,DE,Sussex,263509,43.4,14.0,14.2,27.9,33.8
11001,DC,District of Columbia,678972,28.5,9.4,7.8,14.9,24.7
12001,FL,Alachua,285994,30.7,11.2,10.5,21.0,30.9
12003,FL,Baker,28368,36.7,16.6,12.3,27.7,35.3
12005,FL,Bay,190769,37.7,14.6,11.9,25.3,33.4
12007,FL,Bradford,27858,38.5,19.3,14.4,32.0,34.9
12009,FL,Brevard,643979,38.8,12.5,13.1,23.8,34.0
12011,FL,Broward,1962531,36.3,11.8,13.5,26.4,30.6
12013,FL,Calhoun,13470,40.3,20.2,15.2,32.7,40.0
12015,FL,Charlotte,206134,45.1,12.8,15.6,25.3,30.6
12017,FL,Citrus,166696,42.6,15.2,15.8,28.8,32.3
12019,FL,Clay,232439,36.9,13.5,12.2,25.4,34.9
12021,FL,Collier,404310,39.2,10.3,13.7,24.6,26.6
12023,FL,Columbia,73063,41.5,18.2,15.1,31.5,39.7
12027,FL,DeSoto,35979,42.4,19.6,17.6,38.6,41.0
12029,FL,Dixie,17465,43.3,20.0,16.1,32.4,34.7
12031,FL,Duval,1030822,35.4,13.9,12.8,27.1,34.3
12033,FL,Escambia,326928,38.8,14.2,12.8,26.1,35.8
12035,FL,Flagler,131439,39.2,12.2,13.7,24.5,30.6
12037,FL,Franklin,12594,44.0,16.6,15.3,29.4,32.3
12039,FL,Gadsden,43833,44.6,18.6,19.2,31.4,44.6
12041,FL,Gilchrist,19587,36.3,17.0,12.8,27.4,34.5
12043,FL,Glades,12786,44.0,19.7,17.7,36.1,37.1
12045,FL,Gulf,15693,40.5,15.5,14.1,27.4,35.3
12047,FL,Hamilton,13471,44.3,20.6,17.6,32.9,41.5
12049,FL,Hardee,25760,36.9,17.6,15.6,33.9,39.9
12051,FL,Hendry,43333,37.2,17.4,16.8,38.1,37.6
12053,FL,Hernando,212807,38.5,14.3,14.9,27.7,36.1
12055,FL,Highlands,107614,46.1,14.3,18.3,33.3,36.7
12057,FL,Hillsborough,1535564,34.4,12.1,12.5,23.9,31.6
12059,FL,Holmes,19944,41.0,19.2,14.5,29.5,36.3
12061,FL,Indian River,169795,40.0,11.5,14.3,25.0,26.6
12063,FL,Jackson,48622,41.9,19.0,15.6,31.7,38.7
12065,FL,Jefferson,15450,46.3,17.1,16.3,28.3,35.1
12067,FL,Lafayette,8078,39.4,19.3,14.6,31.6,34.7
12069,FL,Lake,424462,38.9,12.3,14.5,26.1,35.3
12071,FL,Lee,834573,39.6,11.9,14.5,26.6,30.4
12073,FL,Leon,296913,32.6,11.3,10.6,22.6,33.1
12075,FL,Levy,46545,42.6,17.8,16.1,30.4,33.8
12077,FL,Liberty,7706,39.5,19.3,14.3,31.8,44.5
12079,FL,Madison,18519,43.9,18.8,16.8,32.5,38.0
12081,FL,Manatee,441095,39.5,12.4,14.0,25.4,32.1
12083,FL,Marion,409959,40.9,14.8,14.9,26.6,36.4
12085,FL,Martin,163315,37.0,11.4,13.6,23.5,27.0
12086,FL,Miami-Dade,2686867,33.8,11.3,15.4,32.5,29.5
12087,FL,Monroe,80614,38.0,12.0,13.2,23.8,25.8
12089,FL,Nassau,101501,36.9,12.4,11.6,20.2,33.7
12091,FL,Okaloosa,218464,32.7,12.8,10.8,22.8,30.7
12093,FL,Okeechobee,41427,41.4,18.2,15.6,32.0,43.9
12095,FL,Orange,1471416,32.0,11.9,11.7,24.5,33.5
12097,FL,Osceola,437784,34.8,11.8,13.4,28.2,39.8
12099,FL,Palm Beach,1533801,36.3,11.2,13.7,25.6,26.6
12101,FL,Pasco,632996,38.2,13.5,12.8,26.5,31.8
12103,FL,Pinellas,961596,37.3,12.2,13.1,23.9,31.5
12105,FL,Polk,818330,36.2,14.4,13.6,28.8,40.2
12107,FL,Putnam,75955,43.4,21.0,17.5,33.7,33.1
12109,FL,St. Johns,320110,34.6,10.1,10.6,18.5,29.2
12111,FL,St. Lucie,373586,39.9,13.5,14.5,27.0,31.5
12113,FL,Santa Rosa,203162,35.3,13.4,10.9,20.5,32.1
12115,FL,Sarasota,469013,41.4,10.5,13.0,23.4,29.2
12117,FL,Seminole,484271,32.2,10.8,11.0,21.2,29.5
12119,FL,Sumter,151565,48.0,9.9,16.0,25.1,29.5
12121,FL,Suwannee,46130,40.9,17.9,15.0,32.3,38.3
12123,FL,Taylor,21582,44.3,19.2,15.9,32.4,40.8
12125,FL,Union,15532,41.0,20.1,14.5,30.7,41.6
12127,FL,Volusia,590357,39.1,13.7,13.5,25.5,32.7
12129,FL,Wakulla,36449,37.4,15.3,12.6,27.2,38.9
12131,FL,Walton,86354,36.3,13.8,12.3,22.0,30.1
12133,FL,Washington,25602,42.3,19.5,15.1,32.3,40.1
13001,GA,Appling,18457,43.5,20.3,17.4,35.1,40.6
13003,GA,Atkinson,8293,42.5,22.0,18.0,39.9,44.0
13005,GA,Bacon,11124,40.4,18.8,14.9,32.7,36.9
13007,GA,Baker,2743,51.6,20.0,22.9,38.8,43.3
13009,GA,Baldwin,43396,40.1,15.8,15.3,29.8,38.7
13011,GA,Banks,19789,39.0,17.3,13.8,29.2,34.5
13013,GA,Barrow,92792,35.6,15.0,12.2,28.0,35.3
13015,GA,Bartow,115041,36.8,15.2,12.0,26.2,38.7
13017,GA,Ben Hill,17128,46.6,21.3,19.1,37.8,41.5
13019,GA,Berrien,18570,41.7,20.7,16.0,34.0,38.1
13021,GA,Bibb,156512,44.6,16.8,16.9,32.2,44.7
13023,GA,Bleckley,12465,40.2,16.6,14.7,29.8,37.7
13025,GA,Brantley,18401,40.3,19.6,14.4,32.6,39.0
13027,GA,Brooks,16245,47.9,19.8,20.0,36.7,40.2
13029,GA,Bryan,49739,32.8,12.3,10.0,21.2,33.5
